history_sequence,user_prompt,user_intent,candidate_endpoint,candidate_http_method,candidate_has_path_parameters,candidate_has_query_parameters,candidate_requires_request_body,candidate_path_depth,candidate_summary,next_call_user_made,llm_reason_for_candidate,is_actual_next_call
"GET /user_groups/{id}/permissions","Assign 'Admin' permissions to this group.","User wants to grant administrative permissions to a specific user group.","/user_groups/{id}/members","POST",TRUE,FALSE,TRUE,3,"Adds a member to a user group.",/user_groups/{id}/permissions/admin,"Adding member is different from assigning permissions.",0
"GET /user_groups/{id}/permissions","Assign 'Admin' permissions to this group.","User wants to grant administrative permissions to a specific user group.","/roles","GET",FALSE,TRUE,FALSE,1,"Lists available roles.",/user_groups/{id}/permissions/admin,"Irrelevant.",0
"GET /user_groups/{id}/permissions","Assign 'Admin' permissions to this group.","User wants to grant administrative permissions to a specific user group.","/users/{id}/permissions","PUT",TRUE,FALSE,TRUE,3,"Updates user-specific permissions.",/user_groups/{id}/permissions/admin,"Too specific to individual user, not group.",0
"POST /email_verification/trigger","Trigger email verification for new signup.","User wants to send a verification email to a recently signed-up user.","/email_verification/trigger","POST",FALSE,FALSE,FALSE,2,"Triggers an email verification process.",/email_verification/trigger,"Directly matches 'trigger email verification'.",1
"POST /email_verification/trigger","Trigger email verification for new signup.","User wants to send a verification email to a recently signed-up user.","/email_verification/{id}/resend","POST",TRUE,FALSE,FALSE,3,"Resends a verification email for a user.",/email_verification/trigger,"Similar, but 'trigger' implies initial action for new signup.",0
"POST /email_verification/trigger","Trigger email verification for new signup.","User wants to send a verification email to a recently signed-up user.","/users","POST",FALSE,FALSE,TRUE,1,"Creates a new user.",/email_verification/trigger,"User creation is prior step.",0
"POST /email_verification/trigger","Trigger email verification for new signup.","User wants to send a verification email to a recently signed-up user.","/notifications/email","POST",FALSE,FALSE,TRUE,2,"Sends a general email notification.",/email_verification/trigger,"Too general.",0
"GET /reporting/exports","Download generated report.","User wants to download a previously created report file.","/reporting/exports/{id}/download","GET",TRUE,FALSE,FALSE,3,"Downloads a specific generated report file.",/reporting/exports/{id}/download,"Directly matches 'download generated report'.",1
"GET /reporting/exports","Download generated report.","User wants to download a previously created report file.","/reporting/exports","GET",FALSE,TRUE,FALSE,2,"Lists all generated reports.",/reporting/exports/{id}/download,"User wants to *download* a specific one, not list all.",0
"GET /reporting/exports","Download generated report.","User wants to download a previously created report file.","/reports","POST",FALSE,FALSE,TRUE,1,"Creates a new report.",/reporting/exports/{id}/download,"User wants to download, not create.",0
"GET /reporting/exports","Download generated report.","User wants to download a previously created report file.","/files/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific file.",/reporting/exports/{id}/download,"Too general, user specified 'report'.",0
"POST /customers/{id}/notes","Add a new note to this customer record.","User wants to append a textual note to a specific customer's profile.","/customers/{id}/notes","POST",TRUE,FALSE,TRUE,3,"Adds a note to a specific customer.",/customers/{id}/notes,"Directly matches 'add a new note to this customer record'.",1
"POST /customers/{id}/notes","Add a new note to this customer record.","User wants to append a textual note to a specific customer's profile.","/customers/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a customer's details.",/customers/{id}/notes,"User wants to add a note, not update general details.",0
"POST /customers/{id}/notes","Add a new note to this customer record.","User wants to append a textual note to a specific customer's profile.","/activities","POST",FALSE,FALSE,TRUE,1,"Logs a general activity.",/customers/{id}/notes,"Too general.",0
"POST /customers/{id}/notes","Add a new note to this customer record.","User wants to append a textual note to a specific customer's profile.","/tasks","POST",FALSE,FALSE,TRUE,1,"Creates a new task.",/customers/{id}/notes,"Creating task is different from adding a note.",0
"GET /integrations/connections","Check connection status of my integrations.","User wants to verify if various third-party integrations are actively connected.","/integrations/connections/status","GET",FALSE,TRUE,FALSE,3,"Retrieves status for all integration connections.",/integrations/connections/status,"Directly matches 'check connection status'.",1
"GET /integrations/connections","Check connection status of my integrations.","User wants to verify if various third-party integrations are actively connected.","/integrations","GET",FALSE,TRUE,FALSE,1,"Lists all integration connections.",/integrations/connections/status,"User wants *status*, not just list.",0
"GET /integrations/connections","Check connection status of my integrations.","User wants to verify if various third-party integrations are actively connected.","/health_checks","GET",FALSE,TRUE,FALSE,1,"Performs general system health checks.",/integrations/connections/status,"Too general, user specified 'integrations'.",0
"GET /integrations/connections","Check connection status of my integrations.","User wants to verify if various third-party integrations are actively connected.","/logs","GET",FALSE,TRUE,FALSE,1,"Retrieves system logs.",/integrations/connections/status,"Irrelevant.",0
"POST /email_campaigns/{id}/pause","Pause this ongoing email campaign.","User wants to temporarily stop an actively running email campaign.","/email_campaigns/{id}/pause","POST",TRUE,FALSE,FALSE,3,"Pauses an actively running email campaign.",/email_campaigns/{id}/pause,"Directly matches 'pause this ongoing email campaign'.",1
"POST /email_campaigns/{id}/pause","Pause this ongoing email campaign.","User wants to temporarily stop an actively running email campaign.","/email_campaigns/{id}/resume","POST",TRUE,FALSE,FALSE,3,"Resumes a paused email campaign.",/email_campaigns/{id}/pause,"Opposite action.",0
"POST /email_campaigns/{id}/pause","Pause this ongoing email campaign.","User wants to temporarily stop an actively running email campaign.","/email_campaigns/{id}/cancel","POST",TRUE,FALSE,FALSE,3,"Cancels an email campaign.",/email_campaigns/{id}/pause,"Cancel is final, user wants to *pause*.",0
"POST /email_campaigns/{id}/pause","Pause this ongoing email campaign.","User wants to temporarily stop an actively running email campaign.","/campaigns","GET",FALSE,TRUE,FALSE,1,"Lists all marketing campaigns.",/email_campaigns/{id}/pause,"Irrelevant.",0
"GET /users/{id}/audit_history","Show user activity audit trail.","User wants to view a detailed log of a specific user's actions.","/users/{id}/audit_history","GET",TRUE,TRUE,FALSE,3,"Retrieves audit history for a specific user.",/users/{id}/audit_history,"Directly matches 'user activity audit trail'.",1
"GET /users/{id}/audit_history","Show user activity audit trail.","User wants to view a detailed log of a specific user's actions.","/audit_logs","GET",FALSE,TRUE,FALSE,1,"Retrieves general audit logs.",/users/{id}/audit_history,"Too general, user wants *user* specific audit.",0
"GET /users/{id}/audit_history","Show user activity audit trail.","User wants to view a detailed log of a specific user's actions.","/users/{id}/activity","GET",TRUE,TRUE,FALSE,2,"Retrieves activity for a specific user.",/users/{id}/audit_history,"Activity is high level, audit history is detailed.",0
"GET /users/{id}/audit_history","Show user activity audit trail.","User wants to view a detailed log of a specific user's actions.","/security_events","GET",FALSE,TRUE,FALSE,1,"Lists security events.",/users/{id}/audit_history,"Irrelevant.",0
"GET /billing/payment_methods","Update my default payment method.","User is viewing payment methods and wants to change the primary one.","/billing/payment_methods/default","PUT",FALSE,FALSE,TRUE,3,"Updates the default payment method.",/billing/payment_methods/default,"Directly matches 'update my default payment method'.",1
"GET /billing/payment_methods","Update my default payment method.","User is viewing payment methods and wants to change the primary one.","/billing/payment_methods","POST",FALSE,FALSE,TRUE,2,"Creates a new payment method.",/billing/payment_methods/default,"User wants to *update default*, not create new.",0
"GET /billing/payment_methods","Update my default payment method.","User is viewing payment methods and wants to change the primary one.","/customers/{id}/payment_methods","PUT",TRUE,FALSE,TRUE,3,"Updates a customer's payment method.",/billing/payment_methods/default,"Too specific to a customer, user wants *their* default.",0
"GET /billing/payment_methods","Update my default payment method.","User is viewing payment methods and wants to change the primary one.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists all invoices.",/billing/payment_methods/default,"Irrelevant.",0
"POST /analytics/dashboards","Create a new analytics dashboard.","User wants to build a new visualization panel for data.","/analytics/dashboards","POST",FALSE,FALSE,TRUE,2,"Creates a new analytics dashboard.",/analytics/dashboards,"Directly matches 'create a new analytics dashboard'.",1
"POST /analytics/dashboards","Create a new analytics dashboard.","User wants to build a new visualization panel for data.","/analytics/reports","POST",FALSE,FALSE,TRUE,2,"Generates a new analytics report.",/analytics/dashboards,"Report is different from dashboard.",0
"POST /analytics/dashboards","Create a new analytics dashboard.","User wants to build a new visualization panel for data.","/metrics","GET",FALSE,TRUE,FALSE,1,"Retrieves raw metrics.",/analytics/dashboards,"Raw metrics vs. structured dashboard.",0
"POST /analytics/dashboards","Create a new analytics dashboard.","User wants to build a new visualization panel for data.","/charts","POST",FALSE,FALSE,TRUE,1,"Creates a new chart.",/analytics/dashboards,"Chart is a component of a dashboard, not the dashboard itself.",0
"GET /support/articles","Search for help articles about billing.","User needs help with billing and wants to find relevant support documentation.","/support/articles","GET",FALSE,TRUE,FALSE,2,"Searches for support articles with filtering.",/support/articles,"Directly matches 'search for help articles about billing'.",1
"GET /support/articles","Search for help articles about billing.","User needs help with billing and wants to find relevant support documentation.","/support/tickets","POST",FALSE,FALSE,TRUE,2,"Creates a new support ticket.",/support/articles,"User wants to *search*, not create a ticket.",0
